,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,mode,speechiness,tempo
2340,0.918,0.488,0.45428493608159237,0.174,0.947,0.84,0.0,0.0277,0.42347033819370355
2341,0.125,0.765,0.475571388640168,0.906,0.0,0.423,0.0,0.0965,0.4067427052109265
2342,0.21,0.658,0.5546565408860298,0.784,0.861,0.0961,1.0,0.0342,0.5922327219766634
2343,0.0503,0.518,0.4860305691221074,0.572,2.41e-05,0.129,0.0,0.0416,0.550614743687446
2344,0.0129,0.546,0.4837585633817838,0.708,0.0,0.187,0.0,0.0602,0.6096250571559214
2345,0.0178,0.484,0.4897818964787468,0.675,0.634,0.329,0.0,0.0444,0.423292519771715
2346,0.894,0.589,0.24725100747355921,0.102,0.0,0.24,1.0,0.147,0.4960541245406357
2347,0.141,0.724,0.48571493388582354,0.6,0.000218,0.104,0.0,0.29,0.36827041948212497
2348,0.0834,0.744,0.48647805640903474,0.552,8.02e-06,0.132,1.0,0.0926,0.5300428457721553
2349,0.198,0.484,0.553013091144329,0.727,0.00204,0.107,1.0,0.0358,0.5083320632017477
2350,0.181,0.478,0.5106400102812976,0.518,0.000185,0.18,1.0,0.0378,0.6257726633812596
2351,0.834,0.731,0.4580214923411765,0.474,0.931,0.109,0.0,0.063,0.677467018916493
2352,0.699,0.682,0.4463071218670509,0.363,3e-05,0.363,1.0,0.0261,0.4021151924672729
2353,0.699,0.682,0.4463071218670509,0.363,3e-05,0.363,1.0,0.0261,0.4021151924672729
2354,0.0559,0.651,0.48434819122576456,0.626,0.0,0.123,1.0,0.0428,0.5083108943419872
2355,0.822,0.638,0.4424279825747246,0.291,0.0,0.318,1.0,0.0442,0.6008950193906756
2356,0.198,0.669,0.6265015669468759,0.357,3.22e-06,0.0446,1.0,0.0625,0.3726650747684127
2357,0.657,0.405,0.5334205599554238,0.745,0.00552,0.117,0.0,0.108,0.37025182475571133
2358,0.0558,0.733,0.5881737831010203,0.963,1.32e-05,0.0766,1.0,0.0665,0.6141086216532033
2359,0.39,0.639,0.46825524444760225,0.671,1.73e-06,0.092,0.0,0.0312,0.38949431827804026
2360,0.0751,0.787,0.5111061154593903,0.682,0.0,0.111,0.0,0.0588,0.4449440295347931
2361,0.652,0.661,0.32289596402398213,0.46,0.0,0.143,1.0,0.3,0.5930921776829413
2362,0.793,0.715,0.39086715369104374,0.186,0.893,0.106,0.0,0.0902,0.30054700333621226
2363,0.122,0.846,0.5521956351941197,0.634,0.0,0.146,0.0,0.0432,0.44439363918101915
2364,0.283,0.911,0.4838595054614774,0.608,1.34e-06,0.113,0.0,0.249,0.4234322342461346
2365,0.401,0.728,0.4681154713240485,0.415,0.0,0.0616,1.0,0.0639,0.4832638994733187
2366,0.587,0.754,0.47907416061762254,0.517,0.0,0.0971,1.0,0.0368,0.5083108943419872
2367,0.142,0.752,0.47239284889988076,0.774,8.3e-06,0.0993,1.0,0.0532,0.4823748073633762
2368,0.338,0.731,0.45124622725743224,0.597,0.00114,0.0771,1.0,0.0567,0.4318066351674033
2369,0.337,0.576,0.5300924142227759,0.835,0.0,0.082,1.0,0.0486,0.6351377669393216
2370,0.556,0.647,0.4577197730190756,0.681,0.0,0.124,1.0,0.0373,0.61406205016173
2371,0.0298,0.686,0.48120511310820935,0.804,0.0,0.35,1.0,0.0443,0.372715880031838
2372,0.526,0.562,0.4927146275325407,0.379,0.0,0.151,1.0,0.231,0.727565242425782
2373,0.68,0.598,0.47426744010878785,0.444,1.94e-05,0.142,0.0,0.0327,0.48230706701214243
2374,0.0162,0.656,0.5170858518776313,0.884,0.0,0.145,1.0,0.0372,0.444584158918864
2375,0.374,0.732,0.4986725849807261,0.463,0.0,0.194,0.0,0.0287,0.40631932801571574
2376,0.609,0.55,0.512221772282329,0.465,0.0,0.109,1.0,0.0248,0.321906382834595
2377,0.0452,0.902,0.5719817831511755,0.772,0.000129,0.12,0.0,0.0383,0.5588240275025825
2378,0.68,0.803,0.4794780518487831,0.684,0.0722,0.131,1.0,0.0627,0.47835272400887396
2379,0.993,0.786,0.3933759228704268,0.0775,0.846,0.115,1.0,0.0965,0.6058061948551203
2380,0.0352,0.548,0.385505308782226,0.384,0.0728,0.146,0.0,0.0331,0.6222543988890582
2381,0.805,0.504,0.43081701504414505,0.401,0.00596,0.155,1.0,0.0958,0.48667208589476535
2382,0.915,0.604,0.5037096836045665,0.277,1.82e-05,0.113,1.0,0.0286,0.351072837812664
2383,0.641,0.496,0.44990688857335437,0.496,0.0014,0.114,1.0,0.0318,0.5924994496096462
2384,0.131,0.524,0.5116539029739942,0.679,0.0,0.201,0.0,0.0565,0.6036850751071143
2385,0.00052,0.574,0.5748934133107486,0.979,0.895,0.0493,1.0,0.0678,0.7283400226930177
2386,0.39,0.663,0.48901780023442076,0.551,6.73e-06,0.11,0.0,0.0661,0.42375823468644686
2387,0.0573,0.778,0.5424528706211058,0.812,8.28e-06,0.243,0.0,0.046,0.4232163118765771
2388,0.737,0.604,0.5201282727606475,0.347,2.14e-05,0.118,1.0,0.0245,0.4274416162847804
2389,0.0482,0.626,0.526332362469871,0.561,0.0,0.304,0.0,0.0304,0.710918051110095
2390,0.362,0.599,0.5462761658231248,0.653,0.0,0.144,0.0,0.122,0.33856627546613827
2391,0.858,0.299,0.4659893780170743,0.447,0.000314,0.097,0.0,0.0383,0.5153474233263899
2392,0.374,0.747,0.5010762859329669,0.834,0.0,0.0586,0.0,0.045,0.5419439787295297
2393,0.0107,0.677,0.5082980033244238,0.652,3.54e-06,0.144,1.0,0.0289,0.49100323460177137
2394,0.0663,0.563,0.5701757532613367,0.71,0.0,0.105,1.0,0.0592,0.5667877525444969
2395,0.174,0.733,0.4832967997098727,0.421,0.0,0.119,1.0,0.0298,0.3388541719588816
2396,0.385,0.618,0.5034093085400797,0.629,3.1e-06,0.12,0.0,0.0323,0.6353875594844959
2397,0.086,0.639,0.4668287669730167,0.82,0.939,0.207,1.0,0.0448,0.7023615979948856
2398,0.904,0.624,0.44298627663903845,0.172,0.926,0.0878,1.0,0.0512,0.6518908025538112
2399,0.00491,0.474,0.4084357771513214,0.921,0.85,0.476,0.0,0.0457,0.3937831292655252
2400,0.013,0.7,0.5065437050465684,0.701,0.0,0.461,0.0,0.161,0.39379159680942943
2401,0.686,0.737,0.44909631540026673,0.505,9.87e-05,0.126,0.0,0.122,0.4632085217361852
2402,0.000176,0.552,0.47443055882868723,0.894,0.284,0.183,1.0,0.0331,0.46561330420498226
2403,0.664,0.787,0.46362691161520475,0.558,0.0,0.347,1.0,0.0414,0.39818201832376504
2404,0.0205,0.696,0.5130473871233305,0.789,0.00145,0.343,0.0,0.167,0.42338566275466133
2405,4.69e-05,0.647,0.5191461647616844,0.683,0.824,0.0808,0.0,0.0541,0.42349997459736827
2406,0.0558,0.393,0.5346179802464479,0.609,2.22e-06,0.107,1.0,0.0415,0.30219394062558214
2407,0.978,0.691,0.3918436782212751,0.414,0.937,0.283,0.0,0.0357,0.5927111382072516
2408,0.469,0.872,0.4040998166422285,0.391,4.13e-06,0.297,0.0,0.242,0.5674143507934087
2409,0.741,0.534,0.45384085518702655,0.803,6.07e-05,0.307,1.0,0.0743,0.7112017138308862
2410,0.0189,0.529,0.4400348027327303,0.461,0.793,0.0714,1.0,0.0299,0.5080738031126691
2411,0.23,0.476,0.4756607200111256,0.652,0.0,0.136,0.0,0.104,0.8049162559907873
2412,0.00809,0.523,0.49933172643410106,0.792,0.00463,0.133,1.0,0.0305,0.643770427949669
2413,0.000967,0.661,0.5245160852311872,0.937,1.59e-05,0.355,0.0,0.0744,0.554628359498044
2414,0.218,0.716,0.47502727047752447,0.535,0.0,0.0673,1.0,0.42,0.435413808870599
2415,0.706,0.558,0.493052008890813,0.558,6.83e-05,0.27,1.0,0.0367,0.5923639689071787
2416,0.49,0.755,0.46675874902762704,0.625,0.0,0.157,1.0,0.0897,0.6224576199427594
2417,0.785,0.596,0.5180524315968409,0.27,0.134,0.0647,1.0,0.0265,0.4234025978424698
2418,0.171,0.572,0.5195460700412546,0.835,0.000377,0.0702,1.0,0.0317,0.5503099121068942
2419,0.00849,0.62,0.5174785094027201,0.61,0.162,0.205,0.0,0.0373,0.5379091940591711
2420,0.115,0.59,0.5036098683404919,0.697,0.00308,0.121,1.0,0.0356,0.449033853240529
2421,0.0304,0.744,0.4951936418606415,0.997,0.00256,0.0737,1.0,0.13,0.5418169655709665
2422,0.896,0.459,0.5385896319136125,0.326,0.0132,0.112,1.0,0.0268,0.38121729411166994
2423,0.0171,0.324,0.5623851130773283,0.495,0.487,0.143,1.0,0.0398,0.7525190943115039
2424,0.476,0.757,0.44027219106250204,0.363,0.0,0.0938,1.0,0.0578,0.38114531998848417
2425,0.0897,0.636,0.4548965943468537,0.788,0.0,0.286,0.0,0.0432,0.5292214940134464
2426,0.879,0.642,0.47472162813125585,0.149,0.903,0.103,0.0,0.0405,0.31728733763484557
2427,0.0264,0.822,0.5197709667205967,0.739,4.26e-05,0.181,0.0,0.0311,0.5037849921251841
2428,0.618,0.747,0.45987474516627636,0.482,0.0,0.128,1.0,0.033,0.38946891564632763
2429,0.0687,0.566,0.47760413464754015,0.714,0.000229,0.432,0.0,0.0366,0.5548866195871226
2430,0.796,0.712,0.49131390662040997,0.506,0.0,0.115,0.0,0.0429,0.393774661721621
2431,0.936,0.592,0.40120153270627923,0.214,1.62e-05,0.253,1.0,0.115,0.3457806228725296
2432,0.312,0.547,0.44831829188567274,0.723,0.0,0.112,0.0,0.0323,0.43185744043082863
2433,0.159,0.754,0.4773899217158113,0.504,1.77e-06,0.121,0.0,0.32,0.3389219123101153
2434,0.727,0.689,0.4770641295399183,0.534,0.00174,0.11,1.0,0.0325,0.4265355890870294
2435,0.41,0.749,0.61687132795138,0.497,0.0499,0.0504,0.0,0.105,0.40567156090704326
2436,0.0134,0.635,0.5047977254763838,0.841,0.0,0.0622,1.0,0.0422,0.46157005199071954
2437,0.508,0.598,0.4911941567299756,0.555,0.0277,0.304,1.0,0.0295,0.6439609476875138
2438,0.00275,0.831,0.4131906364779425,0.872,0.913,0.133,0.0,0.0598,0.39795762841030324
2439,0.032,0.761,0.5398555363172761,0.641,0.0,0.12,0.0,0.0589,0.42338566275466133
2440,0.58,0.698,0.4715127358520492,0.812,0.182,0.113,1.0,0.0399,0.5421133296076139
2441,0.555,0.898,0.44647637361649295,0.435,0.0,0.139,1.0,0.0489,0.4870277227387424
2442,0.752,0.365,0.6329668783460995,0.407,0.00129,0.212,1.0,0.0424,0.6315136581483175
2443,0.276,0.791,0.5033876721336199,0.558,0.0,0.0859,0.0,0.0661,0.40253433589053156
2444,0.441,0.611,0.5379581122324653,0.612,0.0,0.18,1.0,0.114,0.7275356060221172
2445,0.334,0.61,0.5566318652887241,0.492,6.3e-06,0.0979,1.0,0.0261,0.38520550729055525
2446,0.0119,0.584,0.5053088087751219,0.911,0.0,0.119,0.0,0.09,0.39163237311385457
2447,0.871,0.689,0.4835716558640406,0.261,0.000201,0.119,1.0,0.0347,0.48667208589476535
2448,0.573,0.613,0.30460518629906486,0.108,0.0,0.0565,0.0,0.0289,0.36385459533607684
2449,0.334,0.532,0.5660655906165974,0.529,0.000144,0.078,1.0,0.0352,0.3471227285813477
2450,0.973,0.562,0.5188240404312441,0.368,0.000164,0.105,1.0,0.027,0.4568832664397365
2451,0.0182,0.709,0.5110285236037422,0.913,0.0,0.167,1.0,0.0748,0.45734898135446833
2452,0.673,0.439,0.5547943851118706,0.541,3.9e-06,0.128,1.0,0.0757,0.6432158038239428
2453,0.728,0.478,0.5515380442727333,0.512,0.0,0.0978,0.0,0.0384,0.5837778793883046
2454,0.73,0.707,0.5094710492825598,0.417,2.07e-05,0.106,1.0,0.0438,0.4908592863553997
2455,0.698,0.502,0.5818786365575548,0.744,0.0,0.478,1.0,0.134,0.4966426188419787
2456,0.143,0.825,0.47857375068185415,0.666,2.81e-06,0.237,0.0,0.0554,0.410620840319057
2457,0.112,0.78,0.501279730176734,0.808,0.0,0.329,1.0,0.484,0.3386255482734678
2458,0.101,0.832,0.5390028932256286,0.658,0.00121,0.284,0.0,0.0303,0.5082389202188013
2459,0.979,0.361,0.5856727823700245,0.23,0.0321,0.181,1.0,0.0324,0.4300030483158055
2460,0.035,0.756,0.4971859156286329,0.858,0.000254,0.061,0.0,0.0585,0.43177699876373854
2461,0.575,0.421,0.627116135868004,0.396,0.0,0.0949,1.0,0.0301,0.5917458382021711
2462,0.431,0.574,0.4934759289687749,0.496,0.0,0.399,0.0,0.0277,0.4654397195549459
2463,0.0158,0.478,0.4624883387911285,0.767,1.96e-05,0.352,1.0,0.136,0.44444867821639655
2464,0.0503,0.556,0.5012132038204773,0.916,0.595,0.114,1.0,0.0483,0.42746278514454095
2465,0.142,0.976,0.5093027527973275,0.678,0.557,0.0573,0.0,0.0929,0.4655328625378922
2466,0.00504,0.491,0.5329200692822109,0.851,0.0151,0.175,1.0,0.0322,0.4572262019678572
2467,0.268,0.62,0.4538216517366629,0.28,3.7e-06,0.223,1.0,0.0465,0.5740190350386966
2468,0.964,0.548,0.46218132503699105,0.0956,0.905,0.0933,1.0,0.0468,0.5501066910531931
2469,0.868,0.531,0.5194439876976245,0.431,2.47e-05,0.127,0.0,0.037,0.4572050331080966
2470,0.845,0.41,0.46707499156057763,0.256,6.31e-06,0.116,1.0,0.0284,0.583163982455249
2471,0.0332,0.484,0.4998563680185275,0.844,0.0319,0.22,0.0,0.0479,0.550652847635015
2472,0.478,0.762,0.47170580790574257,0.585,0.0,0.113,1.0,0.102,0.5927492421548205
2473,0.267,0.81,0.4666653450371614,0.788,0.000172,0.196,1.0,0.0447,0.5757548815390608
2474,0.97,0.689,0.4872318629017478,0.143,0.0,0.109,1.0,0.264,0.3615556571660824
2475,0.613,0.561,0.46976015260622184,0.522,0.0,0.103,0.0,0.108,0.39933360429473824
2476,0.147,0.63,0.46046779629463286,0.911,0.000621,0.161,1.0,0.0596,0.5422276414503209
2477,0.0892,0.651,0.4694068159814859,0.627,0.0,0.0941,1.0,0.164,0.7195507121204424
2478,0.972,0.572,0.44177857022680844,0.135,0.956,0.0922,1.0,0.0351,0.5837948144761129
2479,0.0137,0.681,0.48572574201910856,0.89,0.883,0.352,1.0,0.116,0.4541990550221003
2480,0.307,0.743,0.4838300704671916,0.49,0.0393,0.108,1.0,0.0377,0.5081711798675677
2481,0.439,0.838,0.436160734208205,0.59,0.874,0.105,1.0,0.233,0.635150468255178
2482,0.499,0.465,0.5777227994724257,0.557,0.0,0.28,1.0,0.0451,0.676518653999221
2483,0.721,0.517,0.5262357345623783,0.565,0.00689,0.0997,1.0,0.0441,0.719538010804586
2484,0.21,0.5,0.45449343893080574,0.677,0.0,0.118,0.0,0.0634,0.6340115836000609
2485,0.36,0.684,0.4876760744742452,0.721,0.0,0.168,1.0,0.0924,0.5421726024149435
2486,0.391,0.382,0.5722222922170412,0.632,0.000486,0.0922,1.0,0.0411,0.33419702281156327
2487,0.303,0.818,0.5432555890052293,0.829,8.53e-05,0.277,0.0,0.0978,0.46147690900777316
2488,0.195,0.595,0.5117297803527463,0.788,0.202,0.153,0.0,0.363,0.4107266846178597
2489,0.0564,0.748,0.49016908040525653,0.838,0.0218,0.0867,1.0,0.0394,0.4657868888550187
2490,0.205,0.802,0.47774038515788364,0.547,0.0,0.109,1.0,0.0518,0.4655709664854612
2491,0.524,0.472,0.495576045035514,0.526,0.0056,0.0856,1.0,0.0306,0.5882106386221612
2492,0.0231,0.684,0.47665509420211594,0.729,0.000628,0.124,1.0,0.0407,0.6772976680384087
2493,0.00219,0.788,0.5537963405823807,0.874,0.00231,0.0998,1.0,0.0805,0.5376382326542363
2494,0.00133,0.594,0.5442839649438045,0.947,0.108,0.305,1.0,0.0519,0.5929101254890007
2495,0.863,0.466,0.514974885182812,0.448,0.000186,0.255,0.0,0.0921,0.3024013954512354
2496,0.0137,0.547,0.454231508454507,0.639,0.0,0.305,1.0,0.117,0.38145438534098797
2497,0.982,0.397,0.6299933358298815,0.1,0.00467,0.1,1.0,0.0375,0.5368973225626175
2498,0.379,0.535,0.4711249963663553,0.65,0.0,0.14,1.0,0.0554,0.4961472675235821
2499,0.00254,0.886,0.41734021572706825,0.741,0.000134,0.151,1.0,0.0682,0.5928296838219106
2500,0.0266,0.466,0.562121325877861,0.833,0.0,0.0327,1.0,0.304,0.37589544276787074
2501,0.106,0.755,0.41464512203818216,0.715,0.000142,0.164,1.0,0.122,0.6132830361225422
2502,0.000103,0.498,0.5669238543236039,0.553,0.528,0.273,1.0,0.0332,0.4700121932632221
2503,0.0955,0.622,0.5012782185150648,0.431,0.0,0.088,0.0,0.0293,0.4992421548205727
2504,0.337,0.779,0.44767829027858475,0.66,0.0,0.217,0.0,0.0821,0.5335568764924046
2505,0.00604,0.661,0.46781237309443724,0.779,0.0,0.218,0.0,0.0678,0.5500135480702467
2506,0.602,0.622,0.5689673634057306,0.939,0.0181,0.158,0.0,0.0587,0.7199867906315094
2507,0.48,0.672,0.4820227259633971,0.494,1.01e-06,0.209,1.0,0.0443,0.5926603329438264
2508,0.00873,0.487,0.45573789658202246,0.716,0.000203,0.134,1.0,0.0348,0.4444613795322529
2509,0.259,0.764,0.4956183051595293,0.705,8.92e-05,0.12,1.0,0.0284,0.4698216735253772
2510,0.777,0.528,0.5072571605856568,0.343,0.0,0.162,1.0,0.036,0.27468289048078715
2511,0.00064,0.375,0.46817750462940055,0.93,0.0,0.318,1.0,0.0561,0.6228894646818743
2512,0.424,0.756,0.48918067362946505,0.706,0.0,0.0635,0.0,0.0393,0.5204364172128232
2513,0.117,0.609,0.42672584112704737,0.376,0.829,0.104,1.0,0.0345,0.41484191095530826
2514,0.629,0.556,0.5241781174187654,0.608,0.764,0.31,1.0,0.0355,0.37254652915375364
2515,0.0016,0.56,0.4811623722004461,0.958,4.96e-05,0.0643,1.0,0.0412,0.5503226134227506
2516,0.145,0.79,0.472785692452387,0.694,0.00252,0.281,0.0,0.0708,0.4361081474707446
2517,0.619,0.805,0.5707966098635646,0.594,1.55e-05,0.215,1.0,0.0927,0.4675142678114786
2518,0.17,0.663,0.5914822926725152,0.762,1.06e-05,0.107,1.0,0.0326,0.5928212162780063
2519,0.0281,0.633,0.4965795025768842,0.839,0.00124,0.0823,0.0,0.0488,0.6774797202323494
2520,0.0762,0.66,0.3610100224688375,0.812,0.000353,0.381,1.0,0.0883,0.6773019018103609
2521,0.053,0.559,0.5377502859190173,0.316,0.0,0.0709,1.0,0.026,0.3556410777489881
2522,0.289,0.528,0.5398453906318132,0.593,0.00054,0.0724,1.0,0.0545,0.708047553726566
2523,0.116,0.718,0.4886874831681409,0.831,0.0,0.305,1.0,0.0758,0.6051838303781605
2524,0.824,0.269,0.3815646709789171,0.165,0.00714,0.0822,1.0,0.0367,0.49962742806821453
2525,0.936,0.617,0.35392026130753296,0.0806,0.946,0.121,1.0,0.0348,0.41560822367863975
2526,0.538,0.649,0.3934125089280578,0.39,0.43,0.339,1.0,0.0395,0.5084717776761672
2527,0.989,0.689,0.3048772044555621,0.0258,0.971,0.111,1.0,0.0599,0.26498755271046076
2528,0.975,0.715,0.42293181168707306,0.209,0.689,0.184,1.0,0.0385,0.4869303459838439
2529,0.931,0.755,0.40194205172276476,0.295,0.881,0.101,1.0,0.077,0.4658292265745398
2530,0.993,0.693,0.30326367398517506,0.0141,0.965,0.104,1.0,0.074,0.26518653999220987
2531,0.746,0.559,0.446489060428068,0.219,0.91,0.111,1.0,0.034,0.31744822096902575
2532,0.088,0.415,0.5754543968437589,0.528,0.00595,0.0746,1.0,0.0293,0.44546478348490237
2533,0.738,0.521,0.5044356027217352,0.509,0.784,0.119,1.0,0.0276,0.650150722281495
2534,0.688,0.482,0.49205056320921825,0.454,0.251,0.144,0.0,0.0514,0.5332520449118529
2535,0.602,0.547,0.5537311217475893,0.554,0.000155,0.0735,1.0,0.0374,0.3869074836153025
2536,0.97,0.223,0.46698829570841704,0.207,0.594,0.105,0.0,0.0346,0.6342444410574269
2537,0.679,0.362,0.6283748204588782,0.378,0.0,0.091,1.0,0.0329,0.3706625006350658
2538,0.472,0.335,0.49509554597628913,0.33,0.41,0.164,1.0,0.031,0.3178292604447154
2539,0.616,0.528,0.4510530677878901,0.344,0.0,0.232,1.0,0.0586,0.45566394011752953
2540,0.611,0.594,0.5158275277791087,0.548,0.00146,0.117,0.0,0.0267,0.4149689241138715
2541,0.719,0.429,0.5178702249335325,0.644,6.66e-05,0.383,1.0,0.0383,0.5597342884722857
2542,0.431,0.644,0.5356561183857953,0.818,2.62e-05,0.0806,0.0,0.0549,0.5016045995698488
2543,0.506,0.666,0.5947835068473575,0.447,1.5e-06,0.12,1.0,0.0245,0.434863418516825
2544,0.0012,0.605,0.4893328134247732,0.92,0.000596,0.483,0.0,0.0713,0.7408000135480701
2545,0.0436,0.672,0.4444529501035519,0.974,0.654,0.828,0.0,0.113,0.4323908956967942
2546,0.511,0.583,0.4810375046806157,0.463,0.0,0.177,1.0,0.0321,0.3469703127910718
2547,0.865,0.788,0.4908102046574334,0.345,0.0,0.119,1.0,0.0329,0.46537197920371215
2548,0.413,0.494,0.4647812305101586,0.553,4.17e-05,0.218,1.0,0.197,0.34742756016189946
2549,0.0892,0.699,0.47094943915607734,0.825,0.931,0.0928,1.0,0.0523,0.7197158292265745
2550,0.307,0.603,0.4176911794257949,0.531,0.0,0.114,0.0,0.0629,0.6433639858422666
2551,0.0654,0.475,0.4927273715694147,0.39,0.00045,0.16,0.0,0.063,0.6091551084692374
2552,0.0154,0.546,0.4928189400792593,0.98,0.0,0.31,0.0,0.0619,0.5082092838151366
2553,0.0336,0.587,0.49248905283851885,0.902,0.000112,0.1,1.0,0.049,0.4319675185015834
2554,0.000924,0.554,0.5032338964671283,0.862,0.000142,0.422,1.0,0.0361,0.5924613456620773
2555,0.169,0.321,0.4758939892624068,0.705,0.0,0.0514,1.0,0.0938,0.26255313383799894
2556,0.0311,0.61,0.4599575127135167,0.654,0.0,0.0637,0.0,0.0452,0.7446739148842487
2557,0.264,0.8,0.49928047018215027,0.585,0.0,0.153,1.0,0.0924,0.5337008247387762
2558,0.00757,0.48,0.5360896872271903,0.972,0.00713,0.1,0.0,0.0631,0.6353833257125437
2559,0.199,0.714,0.5112782519234651,0.845,0.00762,0.372,0.0,0.0856,0.3217031617808938
2560,0.00847,0.657,0.48604716461342257,0.828,0.0,0.326,1.0,0.0728,0.49092279293468133
2561,0.195,0.689,0.4964814576447818,0.679,0.00111,0.224,1.0,0.0517,0.6349472472014768
2562,0.995,0.285,0.4421969661871703,0.00464,0.844,0.0582,0.0,0.0435,0.3061863875764195
2563,0.881,0.512,0.3515701191468197,0.0181,5.78e-05,0.288,1.0,0.0563,0.583951464038341
2564,0.119,0.709,0.4541104756020389,0.883,5.72e-05,0.283,0.0,0.153,0.6440159867228912
2565,0.967,0.262,0.4991786750006004,0.166,0.904,0.358,1.0,0.0403,0.5196531694016833
2566,0.957,0.419,0.44987479130750097,0.0842,0.0,0.285,1.0,0.0341,0.3737489203881522
2567,0.981,0.371,0.478356458186608,0.278,0.0,0.272,0.0,0.0303,0.3485706785889685
2568,0.384,0.821,0.5290328413959169,0.578,5.92e-05,0.139,1.0,0.0487,0.4530982743145523
2569,0.807,0.459,0.5114857124756726,0.267,0.0,0.119,1.0,0.0294,0.26832799878067365
2570,0.229,0.565,0.5180565237936139,0.657,0.0,0.214,0.0,0.0545,0.3938847397923758
2571,0.573,0.787,0.5077395477240998,0.598,2.29e-06,0.103,1.0,0.212,0.6351801046588426
2572,0.329,0.63,0.5758258815970501,0.837,0.00271,0.159,0.0,0.0387,0.4572346695117614
2573,0.0193,0.59,0.45157448475547346,0.727,0.0825,0.144,1.0,0.0519,0.4358117834340971
2574,0.132,0.613,0.4473547173112571,0.766,0.0145,0.266,0.0,0.128,0.5171340750901793
2575,0.00793,0.72,0.5587441982196468,0.808,0.0293,0.0634,1.0,0.0379,0.5336288506155904
2576,0.284,0.439,0.47417288145596204,0.503,5.6e-05,0.152,1.0,0.0281,0.7875239208115293
2577,0.979,0.347,0.4568320950500362,0.299,0.93,0.178,1.0,0.0401,0.3647394536740673
2578,0.905,0.446,0.3854131297189709,0.247,0.233,0.111,0.0,0.0287,0.5856492065911362
2579,0.848,0.67,0.43965051391741694,0.175,0.905,0.118,1.0,0.0311,0.40234804992463885
2580,0.178,0.843,0.4528951869439899,0.39,0.0,0.137,1.0,0.0846,0.5502718081593253
2581,0.964,0.374,0.4711313601804896,0.194,0.912,0.106,0.0,0.063,0.4488941387661095
2582,0.0197,0.344,0.49329109542554406,0.953,0.679,0.523,1.0,0.127,0.7562871513488797
2583,0.371,0.677,0.5599828833644755,0.824,0.00102,0.446,1.0,0.295,0.4998560517536283
2584,0.943,0.46,0.4137677859890807,0.0799,0.882,0.0892,0.0,0.0352,0.6335712713170417
2585,0.0358,0.612,0.5101969048856088,0.628,0.00898,0.193,1.0,0.0752,0.529403546207387
2586,0.298,0.714,0.46962257988937517,0.728,0.0,0.106,1.0,0.0468,0.48686683940456227
2587,0.613,0.675,0.6312328464655748,0.607,2.64e-05,0.102,1.0,0.0366,0.6727675320496537
2588,0.05,0.841,0.5573095239546726,0.74,2.22e-06,0.128,1.0,0.13,0.46162085725414487
2589,0.307,0.805,0.4468808087930791,0.313,0.913,0.191,0.0,0.0775,0.3346076986909177
2590,0.65,0.594,0.39757471094410124,0.0535,0.935,0.128,0.0,0.0925,0.26247692594286104
2591,0.185,0.831,0.5762008223817956,0.737,0.000937,0.153,0.0,0.0497,0.5315585361310099
2592,0.99,0.307,0.45157448475547346,0.0898,0.959,0.102,1.0,0.0308,0.7629257057697844
2593,0.849,0.723,0.44797084448464886,0.615,0.883,0.108,0.0,0.059,0.5048646039729716
2594,0.798,0.586,0.43598833063645204,0.412,0.0,0.152,0.0,0.0334,0.559700418296669
2595,0.807,0.786,0.4369852986132834,0.177,0.861,0.128,0.0,0.0897,0.5926391640840658
2596,0.00346,0.723,0.4683384960577066,0.809,0.00123,0.565,0.0,0.0625,0.4149392877102068
2597,0.00226,0.721,0.44705473499871196,0.738,4.41e-06,0.118,1.0,0.0403,0.507951023726058
2598,0.935,0.712,0.4212080817577777,0.27,0.0,0.0582,0.0,0.0541,0.5098138833849853
2599,0.249,0.722,0.5595385886424475,0.741,0.0,0.151,1.0,0.19,0.6863367711561584
2600,0.209,0.509,0.496118334656241,0.629,1.99e-06,0.369,1.0,0.0335,0.33875256143203103
2601,0.00116,0.719,0.48069576926408475,0.699,0.859,0.121,0.0,0.031,0.5120789513793629
2602,0.732,0.758,0.42590523377745426,0.545,0.0,0.122,1.0,0.135,0.5077774390760216
2603,0.788,0.534,0.5009589444817659,0.666,0.0,0.194,1.0,0.0506,0.525660891801724
2604,0.462,0.697,0.46560614995522065,0.877,0.00943,0.083,1.0,0.0462,0.4318024013954512
2605,0.619,0.881,0.4465313426820683,0.592,1.32e-05,0.0901,1.0,0.0324,0.427856525936087
2606,0.619,0.881,0.4465313426820683,0.592,1.32e-05,0.0901,1.0,0.0324,0.427856525936087
2607,0.15,0.736,0.4575469701885113,0.809,0.00151,0.0886,1.0,0.0323,0.5166175549120222
2608,0.644,0.663,0.4811965658216466,0.477,0.0,0.122,1.0,0.0414,0.6061618316990973
2609,0.25,0.8,0.4849164821907368,0.658,0.0,0.111,0.0,0.079,0.5929058917170485
2610,0.00649,0.541,0.5640469704541555,0.674,9.76e-05,0.235,0.0,0.0841,0.4366670053684228
2611,0.828,0.48,0.48390911244328394,0.332,0.0,0.132,1.0,0.0352,0.4824213788548493
2612,0.00096,0.535,0.49806242820549684,0.791,0.000155,0.0788,1.0,0.0327,0.6053489474842927
