track_name,artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature
All The Things She Said,t.A.T.u.,0.0411,0.603,214440.0,0.834,0.00609,5.0,0.105,-5.766,0.0,0.0417,89.957,4.0
All This Time - Timmy Trumpet Remix,Deorro,0.0976,0.699,177718.0,0.709,0.000124,6.0,0.0852,-6.316,0.0,0.0889,149.975,4.0
All Time,Kurt Hugo Schneider,0.777,0.303,200972.0,0.393,0.000102,0.0,0.106,-8.926,1.0,0.0458,180.23,4.0
All Time Low,Jon Bellion,0.0584,0.617,217603.0,0.567,0.0,0.0,0.0933,-4.188,1.0,0.0828,90.246,4.0
All We Need (feat. Shy Girls),ODESZA,,,,,,,,,,,,
All Your Exes,Julia Michaels,0.0232,0.603,209276.0,0.618,0.0,1.0,0.118,-5.184,1.0,0.0319,112.114,3.0
All for Me,Hoodie Allen,0.126,0.74,224049.0,0.7,0.0,4.0,0.208,-7.066,0.0,0.165,89.971,4.0
All for Me Grog,Linda Morrison,0.755,0.765,126453.0,0.524,0.0,11.0,0.239,-5.821,0.0,0.101,114.697,4.0
All of Me,John Legend,0.922,0.422,269560.0,0.264,0.0,8.0,0.132,-7.064,1.0,0.0322,119.93,4.0
All of the Stars,Ed Sheeran,0.00886,0.54,237147.0,0.557,0.000182,11.0,0.307,-6.097,1.0,0.0259,75.035,4.0
Allah Hafiz,Pritam,0.0719,0.683,270470.0,0.975,0.000384,7.0,0.325,-3.48,1.0,0.068,103.026,4.0
Allah Ke Bande,Kailash Kher,,,,,,,,,,,,
Allah Maaf Kare,Pritam,0.184,0.664,230165.0,0.792,0.000417,6.0,0.106,-5.294,1.0,0.0283,139.961,4.0
Allah Waariyan,Shafqat Amanat Ali,0.349,0.483,314522.0,0.781,0.0,4.0,0.126,-5.926,1.0,0.0445,83.782,4.0
Allegro,Wolfgang Amadeus Mozart,0.987,0.428,460027.0,0.237,0.896,7.0,0.0849,-13.764,0.0,0.0351,79.904,4.0
Allure,DaniSogen,0.91,0.635,156000.0,0.238,0.914,11.0,0.0857,-20.089,0.0,0.0317,120.005,4.0
"Almost nothing - ""Death Stranding"" Ending Song",Silent Poets,0.249,0.453,296520.0,0.434,0.478,4.0,0.0894,-11.32,0.0,0.0291,108.016,4.0
Alone,Biting Elbows,0.0277,0.648,180930.0,0.707,2.79e-05,7.0,0.099,-7.248,1.0,0.0268,127.971,4.0
Alone,Lund,0.656,0.741,254000.0,0.354,0.702,2.0,0.384,-15.505,1.0,0.0812,120.018,4.0
Alone,Nico Collins,0.0356,0.525,234001.0,0.785,0.0,2.0,0.103,-2.407,0.0,0.0455,170.116,4.0
Alone (End Credits),Mikko Tarmia,0.936,0.257,138842.0,0.113,0.93,5.0,0.102,-18.99,0.0,0.0386,134.506,3.0
Alone (Naruto),Kato,0.0856,0.523,101820.0,0.617,0.857,9.0,0.139,-7.76,0.0,0.0265,79.964,4.0
Alone - Acoustic,Nico Collins,0.5,0.58,236451.0,0.405,0.0,5.0,0.103,-6.859,1.0,0.0994,169.661,4.0
Alone Piano,Kato,0.992,0.691,61857.0,0.00816,0.967,9.0,0.149,-25.501,0.0,0.093,67.549,4.0
Alone With You (feat. AlunaGeorge),Kito,0.476,0.722,178042.0,0.514,0.0114,0.0,0.105,-9.249,0.0,0.272,103.992,4.0
Alone in My Car,NIKI DEMAR,0.185,0.625,193173.0,0.574,0.00405,0.0,0.159,-7.343,1.0,0.0356,92.089,4.0
Alone with You,Canyon City,0.798,0.549,186584.0,0.274,6.63e-06,1.0,0.103,-12.565,1.0,0.0379,86.664,4.0
"Alone, Pt. II",Alan Walker,0.539,0.673,179053.0,0.659,0.0,3.0,0.129,-4.493,0.0,0.0439,88.011,4.0
Aloo Chaat (Title Track),RDB,0.338,0.792,309747.0,0.959,0.0,9.0,0.275,-2.579,0.0,0.0913,115.015,4.0
"Also sprach Zarathustra, Op. 30",Richard Strauss,0.637,0.115,109667.0,0.301,0.935,0.0,0.154,-13.321,1.0,0.0449,77.276,4.0
Alvida,Pritam,0.593,0.287,338587.0,0.654,7.3e-06,2.0,0.11,-5.57,1.0,0.0374,84.015,4.0
"Alvida - From ""Alvida""",Shafqat Amanat Ali,0.447,0.32,136759.0,0.437,0.0,0.0,0.279,-13.057,0.0,0.0411,81.563,4.0
Always Be There,Jonas Blue,0.16,0.702,198408.0,0.759,0.0,0.0,0.062,-3.292,1.0,0.0381,123.999,4.0
Always Looking for You,Jason Mraz,0.128,0.551,232941.0,0.596,0.0,11.0,0.0679,-8.116,1.0,0.0544,169.786,4.0
Am I The Only One (with Astrid S & HRVY),R3HAB,0.401,0.722,152143.0,0.592,1.31e-06,9.0,0.0927,-7.746,1.0,0.0564,139.903,4.0
Am I Wrong,Nico & Vinz,0.175,0.729,245867.0,0.675,1.58e-06,8.0,0.55,-6.003,1.0,0.0312,119.968,4.0
Ambarsariya,Sona Mohapatra,0.574,0.649,248182.0,0.458,0.0,4.0,0.113,-7.632,0.0,0.0446,180.071,4.0
Ameno,ERA,0.0919,0.605,235227.0,0.532,0.000576,1.0,0.0762,-10.872,0.0,0.0337,102.804,4.0
Ameno - Remix,ERA,0.165,0.69,227133.0,0.812,4.15e-05,1.0,0.0905,-7.452,0.0,0.0327,102.824,4.0
American Cars,Annie,0.149,0.567,226869.0,0.588,0.00298,7.0,0.126,-8.117,0.0,0.0315,79.381,4.0
American Honey,Current Joys,0.503,0.433,253011.0,0.501,0.0177,3.0,0.0945,-8.89,1.0,0.0346,204.06,4.0
American Idiot,Green Day,2.64e-05,0.38,176346.0,0.988,7.86e-05,1.0,0.368,-2.042,1.0,0.0639,186.113,4.0
American Psycho (with Mae Muller feat. Trippie Redd),Marshmello,0.0154,0.617,153196.0,0.514,0.0,9.0,0.118,-7.099,1.0,0.0722,81.067,4.0
Amnesia,Grace Carter,0.0849,0.616,192227.0,0.699,0.000689,0.0,0.077,-5.398,1.0,0.044,99.956,4.0
Amplifier,Imran Khan,0.0209,0.727,232907.0,0.714,0.0,2.0,0.153,-4.494,1.0,0.0872,164.003,4.0
Andira,Myríad,0.895,0.559,144000.0,0.354,0.864,5.0,0.113,-15.523,0.0,0.108,79.933,4.0
Angel 2 Me,McKay,0.655,0.636,210163.0,0.522,0.0,3.0,0.124,-5.687,1.0,0.127,83.048,4.0
Angel Baby,Troye Sivan,0.0145,0.559,220780.0,0.559,0.0,11.0,0.138,-6.425,1.0,0.0358,72.498,4.0
Angela,Flower Face,0.926,0.49,284143.0,0.126,3.36e-06,1.0,0.0992,-13.868,1.0,0.0327,99.892,3.0
Angeleyes,ABBA,0.523,0.719,260893.0,0.922,0.000163,11.0,0.0867,-6.091,1.0,0.0338,133.113,4.0
Angles,Jonas Blue,0.0148,0.708,165120.0,0.872,0.802,0.0,0.0881,-5.377,0.0,0.0463,124.996,3.0
Animal,Noah Kahan,0.163,0.709,219555.0,0.48,0.0,11.0,0.16,-8.353,1.0,0.305,175.916,4.0
Animals,Martin Garrix,0.00137,0.593,176120.0,0.914,0.445,1.0,0.0714,-5.351,1.0,0.0363,128.015,4.0
Animals,Nickelback,0.000734,0.572,186600.0,0.961,0.021,7.0,0.207,-3.089,1.0,0.0625,76.998,4.0
Anisuthide,Sonu Nigam,0.458,0.744,276428.0,0.708,0.000486,0.0,0.207,-6.073,0.0,0.0312,120.017,4.0
Anjaana Anjaani,Vishal Dadlani,0.49,0.526,354079.0,0.639,1.46e-05,0.0,0.099,-6.614,1.0,0.0322,77.053,4.0
Anjaana Anjaani Ki Kahani,Nikhil D'Souza,0.00591,0.682,285051.0,0.97,0.171,2.0,0.0448,-5.332,1.0,0.0459,137.954,4.0
Annabelle's Homework,Alec Benjamin,0.701,0.676,192501.0,0.634,1.63e-06,8.0,0.223,-5.377,1.0,0.0385,86.004,4.0
Another Life (feat. FLETCHER & Josh Golden),Surf Mesa,0.0198,0.648,162954.0,0.724,0.0,0.0,0.15,-5.189,1.0,0.0263,125.014,4.0
Another Love,Tom Odell,0.695,0.445,244360.0,0.537,1.65e-05,4.0,0.0944,-8.532,0.0,0.04,122.769,4.0
Another One Bites The Dust - Remastered 2011,Queen,0.112,0.933,214653.0,0.528,0.329,5.0,0.163,-6.472,0.0,0.162,109.975,4.0
Anvil,Lorn,0.414,0.384,209333.0,0.455,0.838,6.0,0.0933,-10.773,0.0,0.0348,100.018,4.0
Anyone,Justin Bieber,0.181,0.686,190779.0,0.538,3.13e-06,2.0,0.113,-8.026,1.0,0.0345,115.884,4.0
Anything You Need,Low Roar,0.806,0.221,195653.0,0.34,0.989,9.0,0.104,-10.935,0.0,0.0314,85.665,4.0
Anywhere,Passenger,0.0947,0.597,216207.0,0.624,8.62e-05,7.0,0.0946,-6.931,1.0,0.0283,104.541,4.0
Anywhere,Rita Ora,0.0364,0.628,215064.0,0.797,0.0,11.0,0.104,-3.953,0.0,0.0596,106.93,4.0
Ao No Waltz,Eve,0.19,0.417,277337.0,0.52,0.0,3.0,0.0783,-4.872,1.0,0.0324,123.934,3.0
Apocalypse,Cigarettes After Sex,0.0194,0.369,290147.0,0.467,0.46,5.0,0.109,-9.018,1.0,0.0274,94.473,4.0
Apollo - Radio Edit,Astronaut,0.00498,0.66,185625.0,0.648,1.11e-06,5.0,0.322,-4.316,0.0,0.0481,128.08,4.0
Apologize,OneRepublic,0.363,0.593,208107.0,0.74,2.22e-05,8.0,0.102,-6.12,1.0,0.0339,118.008,4.0
Apple Pie,Lizzy McAlpine,0.855,0.518,259167.0,0.208,5.15e-06,10.0,0.12,-12.273,1.0,0.0363,179.836,4.0
Aquela Paz,DJ Lagoa,0.981,0.323,208000.0,0.0742,0.944,10.0,0.0735,-24.299,1.0,0.0328,60.035,4.0
Arabian Nights (2019),Will Smith,0.254,0.445,193096.0,0.532,0.0,8.0,0.109,-8.018,1.0,0.0405,128.776,4.0
"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Anirudh Ravichander,,,,,,,,,,,,
Arcade,Duncan Laurence,0.818,0.45,183624.0,0.329,0.00109,9.0,0.135,-12.603,0.0,0.0441,71.884,3.0
Arcadia MIX,LXST CXNTURY,0.0128,0.479,1847210.0,0.82,0.66,11.0,0.109,-7.142,0.0,0.064,138.518,4.0
Archetype,Omar Apollo,0.372,0.676,168829.0,0.338,5.57e-06,9.0,0.468,-7.96,1.0,0.0284,92.029,4.0
Are Re Are,Uttam Singh,0.184,0.693,125518.0,0.537,2.59e-05,2.0,0.2,-13.448,1.0,0.0393,142.995,4.0
Are Re Are (Part-2),Uttam Singh,0.184,0.693,125518.0,0.537,2.59e-05,2.0,0.2,-13.448,1.0,0.0393,142.995,4.0
Are We Gonna Be Alright,Ewan J Phillips,0.78,0.348,553056.0,0.168,0.00199,7.0,0.504,-14.805,1.0,0.0398,132.206,4.0
Are you happy?,shy martin,0.714,0.632,157556.0,0.578,0.0,9.0,0.42,-7.657,0.0,0.0905,139.324,4.0
Area,MagnusTheMagnus,0.0631,0.681,178869.0,0.698,0.464,9.0,0.0535,-5.464,0.0,0.0595,156.059,4.0
Argonauts,The Little Ones,0.000101,0.564,187053.0,0.778,0.00682,9.0,0.0661,-6.763,1.0,0.0369,120.012,4.0
Armani,Zack Knight,0.136,0.746,178636.0,0.651,0.0,11.0,0.0952,-6.261,0.0,0.199,176.053,4.0
Armenia,Joan Thiele,0.0187,0.767,177830.0,0.605,0.00251,0.0,0.359,-6.987,1.0,0.041,112.112,4.0
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,0.0302,0.703,198903.0,0.723,2.06e-06,9.0,0.126,-5.45,0.0,0.0412,104.969,4.0
Army,Besomorph,0.108,0.523,203500.0,0.699,0.000607,6.0,0.205,-3.84,0.0,0.0293,74.983,4.0
Army-Attack,Hiroyuki Sawano,0.118,0.585,206440.0,0.794,0.812,8.0,0.0962,-9.958,1.0,0.0682,135.013,4.0
Around My Neck,FINNEAS,0.0524,0.965,175528.0,0.303,0.00405,1.0,0.12,-10.49,1.0,0.0561,107.048,4.0
Arrows,Vampire Weekend,0.309,0.468,184067.0,0.67,0.4,2.0,0.108,-8.052,1.0,0.0875,147.498,4.0
Art of Silence,UniqOfficial,0.841,0.364,255843.0,0.0459,0.44,0.0,0.0918,-23.924,1.0,0.0316,181.598,4.0
Artful Haze,Obie Hans,0.53,0.65,160044.0,0.286,0.933,8.0,0.111,-16.552,1.0,0.0549,156.031,4.0
Artistry,Jacob Lee,0.159,0.437,244530.0,0.681,0.0,3.0,0.136,-5.178,0.0,0.0354,146.015,4.0
As It Was,Harry Styles,0.342,0.52,167303.0,0.731,0.00101,6.0,0.311,-5.338,0.0,0.0557,173.93,4.0
As It Was - Spotify Singles,Sasha Alex Sloan,0.845,0.529,206187.0,0.174,0.0,9.0,0.0567,-13.751,1.0,0.0373,136.112,4.0
As Long As You Love Me,Justin Bieber,0.0811,0.571,229467.0,0.873,0.0,0.0,0.361,-3.382,0.0,0.1,139.691,4.0
As the World Caves In,Matt Maltese,0.365,0.331,218755.0,0.45,0.00464,10.0,0.22,-5.362,1.0,0.034,123.829,4.0
"Asgard - From ""Thor: The Dark World""/Score",Brian Tyler,0.0189,0.276,116107.0,0.523,0.984,0.0,0.0567,-9.919,1.0,0.0391,81.699,4.0
Ashutosh Shashamk Shekhar,Sonu Nigam,0.815,0.76,352667.0,0.546,0.0,5.0,0.29,-8.048,1.0,0.0395,116.969,1.0
Ass Like That,Eminem,0.409,0.646,265480.0,0.796,0.0,2.0,0.107,-6.152,1.0,0.366,83.093,4.0
Assassin,Au/Ra,0.0631,0.49,189341.0,0.644,2.87e-06,10.0,0.384,-9.074,0.0,0.349,193.99,4.0
Astrovan,Mt. Joy,0.866,0.548,186133.0,0.444,0.0,3.0,0.134,-9.4,1.0,0.0384,169.917,4.0
Asura,Claptu,0.961,0.639,150744.0,0.146,0.914,7.0,0.107,-20.574,0.0,0.0432,121.078,4.0
Asylums for the feeling feat. Leila Adu,Silent Poets,0.00436,0.402,429251.0,0.426,0.0597,9.0,0.0857,-9.554,0.0,0.0255,82.054,4.0
At My Worst,Pink Sweat$,0.777,0.813,170345.0,0.415,0.0,0.0,0.131,-5.926,1.0,0.0349,91.921,4.0
At My Worst (feat. Kehlani),Pink Sweat$,0.73,0.731,169128.0,0.484,3.01e-06,0.0,0.326,-5.579,1.0,0.0354,92.043,4.0
At Night,Yasumu,0.894,0.68,128057.0,0.114,0.858,1.0,0.113,-23.789,0.0,0.0472,110.009,4.0
At the Sea,Yasumu,0.858,0.619,178839.0,0.0936,0.938,9.0,0.0825,-16.143,0.0,0.0513,77.051,4.0
Atlantic,Atlis,0.949,0.574,159130.0,0.144,0.92,6.0,0.113,-19.469,1.0,0.0341,91.965,4.0
Atlantis,Kainbeats,0.808,0.574,141186.0,0.184,0.938,11.0,0.137,-19.535,1.0,0.0388,136.114,4.0
Atlantis - Extra Sped Up Version,Seafret,0.0472,0.471,190759.0,0.561,1.91e-06,11.0,0.122,-7.068,0.0,0.03,99.808,4.0
Atmospheric Entry,Hans Zimmer,0.000225,0.0681,100986.0,0.00552,0.573,0.0,0.116,-36.657,1.0,0.0611,74.42,3.0
Attack on Titan,Hiroyuki Sawano,0.00182,0.54,256920.0,0.608,0.76,2.0,0.106,-8.498,1.0,0.0508,125.01,4.0
Attention,Charlie Puth,0.109,0.775,208787.0,0.613,2.33e-05,3.0,0.134,-4.586,0.0,0.0542,100.066,4.0
Atwined,Leonid Antonov,0.981,0.175,140250.0,0.00327,0.884,5.0,0.0987,-37.357,1.0,0.048,66.529,4.0
Auckland Sunrise,Fred V & Grafix,4.33e-05,0.412,222872.0,0.928,0.773,2.0,0.276,-5.599,1.0,0.0493,173.988,4.0
Aurora,Jisatsu,0.947,0.666,138750.0,0.144,0.497,4.0,0.0645,-18.412,1.0,0.0369,80.037,4.0
Aurora,K-391,0.0784,0.498,164167.0,0.689,0.0,6.0,0.188,-5.849,0.0,0.0772,143.804,4.0
Automatic (feat. Jake Miller),Fly By Midnight,0.239,0.6,157472.0,0.529,2.35e-05,8.0,0.099,-6.184,1.0,0.0277,134.966,4.0
Autumn festival,RADWIMPS,0.99,0.637,67987.0,0.205,0.967,7.0,0.147,-15.144,1.0,0.0411,110.386,3.0
Avoiding,Vorsa,0.708,0.698,264464.0,0.508,0.00278,11.0,0.319,-6.272,1.0,0.0454,119.999,4.0
Awari,Adnan Dhool,0.668,0.322,320757.0,0.515,5.01e-06,3.0,0.0907,-6.908,0.0,0.0341,149.912,3.0
Away From Home,Broken Back,0.221,0.698,149072.0,0.871,0.0,2.0,0.298,-7.073,1.0,0.0469,98.003,4.0
Axel F,Crazy Frog,0.279,0.86,168880.0,0.907,0.693,2.0,0.0648,-3.321,1.0,0.0407,138.045,4.0
Aziyat 2.0 - Reprise Version,Pratsofficial,0.819,0.445,194286.0,0.28,1.29e-05,10.0,0.111,-12.668,1.0,0.0275,104.743,4.0
BABYDOLL,Ari Abdul,0.0813,0.552,156651.0,0.582,0.205,11.0,0.177,-5.535,1.0,0.0404,105.483,4.0
BABYDOLL (Speed),Ari Abdul,0.0813,0.552,156651.0,0.582,0.205,11.0,0.177,-5.535,1.0,0.0404,105.483,4.0
BAND$,Arizona Zervas,0.015,0.707,108072.0,0.591,0.0,8.0,0.27,-5.878,1.0,0.0705,149.982,4.0
BARTA,Lorn,0.181,0.675,126828.0,0.568,0.952,1.0,0.122,-9.982,0.0,0.0393,146.002,4.0
BATTLEKOUR,Hiroyuki Sawano,0.00292,0.679,321290.0,0.859,0.798,4.0,0.361,-8.095,0.0,0.0556,124.026,3.0
BB's Theme,Ludvig Forssell,0.227,0.282,316520.0,0.428,0.000158,1.0,0.0897,-9.812,0.0,0.0311,83.608,4.0
BIG SHOT,The Lumineers,0.726,0.626,181040.0,0.35,0.0,1.0,0.0975,-7.03,1.0,0.0299,72.522,4.0
BLENDER,5 Seconds of Summer,0.0293,0.67,147744.0,0.665,2.19e-05,8.0,0.101,-5.47,1.0,0.104,161.99,4.0
BLINE,BRONSON,0.0169,0.658,264987.0,0.864,0.734,9.0,0.341,-4.386,0.0,0.0367,120.005,4.0
BLOOD,KLOUD,0.0031,0.497,194157.0,0.825,0.00496,8.0,0.0905,-4.638,0.0,0.0821,88.712,4.0
BLOOD FLAME,BADTRIP MUSIC,0.0348,0.781,181120.0,0.913,8.58e-05,7.0,0.294,-1.689,1.0,0.0802,120.027,4.0
BLOOD RACE,Ghostface Playa,2.5e-05,0.714,109565.0,0.891,0.104,10.0,0.4,-2.819,0.0,0.199,183.995,4.0
BLOODLINE,Sinizter,0.0333,0.698,115200.0,0.977,0.00201,9.0,0.0627,-1.56,1.0,0.0822,149.954,4.0
BLOODY TEAR,LXST CXNTURY,0.000922,0.615,159942.0,0.866,0.142,1.0,0.111,-4.118,1.0,0.0505,150.063,4.0
BOOM,Tiësto,0.0164,0.886,179512.0,0.84,0.00622,2.0,0.329,-3.386,1.0,0.0502,123.035,4.0
BOW,MFS,0.157,0.844,182125.0,0.706,0.173,1.0,0.0752,-8.015,1.0,0.152,150.027,4.0
BOY,Charlie Puth,0.149,0.725,263413.0,0.77,2.17e-05,1.0,0.0641,-6.24,1.0,0.0539,93.009,4.0
BRAND NEW WORLD - EUROBEAT VERSION,Ace,2.16e-05,0.45,234608.0,0.996,0.0521,4.0,0.0772,-4.798,1.0,0.129,76.521,4.0
BREAKDOWN,MC ORSEN,0.0104,0.678,146820.0,0.929,2.84e-05,9.0,0.308,-2.092,1.0,0.0837,169.996,4.0
BRIDGES,Ludvig Forssell,0.901,0.352,208373.0,0.528,0.943,2.0,0.128,-19.93,1.0,0.0391,102.013,4.0
BTBT,B.I,0.334,0.766,219550.0,0.664,0.0,9.0,0.115,-6.932,0.0,0.177,109.946,4.0
BUBBLE,Hiroyuki Sawano,0.356,0.176,118000.0,0.194,0.762,9.0,0.0555,-11.904,0.0,0.0375,61.723,4.0
BUBBLE-cho.,Hiroyuki Sawano,0.794,0.451,409000.0,0.308,0.945,0.0,0.0891,-10.922,1.0,0.0362,119.911,4.0
BUBBLE-outtake1,Hiroyuki Sawano,0.417,0.467,182000.0,0.214,0.835,9.0,0.0947,-17.009,1.0,0.0335,119.999,4.0
BURN IT DOWN,Linkin Park,0.0143,0.585,230253.0,0.972,0.0,9.0,0.0707,-4.45,0.0,0.0534,110.006,4.0
BYE,Jaden,0.308,0.635,296048.0,0.51,0.0127,0.0,0.162,-6.348,1.0,0.0344,119.986,4.0
Baaraat,Ritviz,0.477,0.678,222096.0,0.449,0.0,4.0,0.536,-9.379,0.0,0.0869,100.033,4.0
Baari,Bilal Saeed,0.857,0.658,235297.0,0.539,1.45e-06,3.0,0.0999,-7.043,1.0,0.0433,80.088,4.0
Baarish,Mohammed Irfan,0.768,0.443,374938.0,0.447,0.0,7.0,0.2,-7.895,0.0,0.0356,127.395,4.0
Baarish Lete Aana,Darshan Raval,0.838,0.537,213500.0,0.35,0.0,2.0,0.108,-8.937,1.0,0.0248,67.018,4.0
Baba O'Riley,The Who,0.313,0.489,300400.0,0.724,0.185,5.0,0.287,-8.367,1.0,0.0352,117.292,4.0
Baba O'Riley - ConfidentialMX Remix,The Who,0.408,0.293,153987.0,0.369,0.62,5.0,0.118,-17.075,1.0,0.0425,117.652,4.0
Baby Be Crazy,Brantley Gilbert,0.00315,0.464,209880.0,0.749,0.00528,1.0,0.294,-4.883,0.0,0.0291,153.067,4.0
Baby Blue - Remastered 2010,Badfinger,0.0189,0.623,217347.0,0.876,0.0134,11.0,0.0728,-7.788,1.0,0.066,124.431,4.0
Baby Girl,Disco Lines,0.0921,0.73,111074.0,0.907,0.114,2.0,0.23,-3.72,1.0,0.0606,120.968,4.0
Baby I'm A Queen,Sofi Tukker,0.00147,0.642,208520.0,0.813,0.761,6.0,0.363,-4.394,0.0,0.0305,119.965,4.0
"Baby Won't You Tell Me (From ""Saaho"")",Alyssa Mendonsa,,,,,,,,,,,,
Baby You're Worth It,Kina,0.742,0.681,130947.0,0.255,0.165,7.0,0.105,-16.305,1.0,0.0479,119.952,4.0
Back In Black,AC/DC,0.011,0.31,255493.0,0.7,0.00965,9.0,0.0828,-5.678,1.0,0.047,188.386,4.0
Back In My Head Again,Levi Evans,0.279,0.77,174540.0,0.608,5.38e-05,6.0,0.138,-8.004,0.0,0.0347,118.059,4.0
Back To My Bed,Elderbrook,0.313,0.771,202107.0,0.729,0.00452,4.0,0.236,-7.554,1.0,0.0372,124.047,4.0
Back When We Were Kids,Timeflies,0.0318,0.636,181465.0,0.648,0.0,4.0,0.231,-4.477,1.0,0.0587,107.015,4.0
Backseat Freestyle,Kendrick Lamar,0.000739,0.546,212653.0,0.651,0.0,1.0,0.235,-7.601,1.0,0.3,77.878,4.0
Backseat Rider,Sara Kays,0.593,0.569,208091.0,0.538,0.0,2.0,0.23,-9.003,1.0,0.0323,104.05,4.0
Backwards,Alexander Stewart,0.0111,0.508,172500.0,0.661,0.0,1.0,0.315,-3.166,0.0,0.128,79.603,4.0
Backwards,B3,0.863,0.656,236517.0,0.563,0.0,1.0,0.286,-12.647,0.0,0.44,136.575,4.0
Bad,Mokita,0.402,0.758,170562.0,0.666,3.48e-06,4.0,0.0832,-6.352,1.0,0.0655,100.067,4.0
Bad Boy,CHUNG HA,0.351,0.822,182587.0,0.574,0.0,5.0,0.245,-4.02,0.0,0.0461,116.987,4.0
Bad Boy,Cascada,0.0149,0.666,191843.0,0.978,0.0444,11.0,0.222,-5.118,0.0,0.0925,139.991,4.0
Bad Dream Baby,Hippo Campus,0.089,0.654,178150.0,0.717,0.00148,4.0,0.0596,-6.564,1.0,0.0416,159.963,4.0
Bad For Me,Ber,0.949,0.589,158520.0,0.256,8.61e-06,3.0,0.248,-11.446,1.0,0.0369,79.93,4.0
Bad Girl,Daya,0.522,0.834,166223.0,0.662,9.07e-05,5.0,0.14,-6.179,1.0,0.0407,115.999,4.0
Bad Girl - JVKE Remix,Daya,0.522,0.834,166223.0,0.662,9.07e-05,5.0,0.14,-6.179,1.0,0.0407,115.999,4.0
Bad Girls Sped,babii,,,,,,,,,,,,
Bad Habit - Sped Up,Steve Lacy,0.808,0.709,191336.0,0.679,4.61e-05,9.0,0.428,-4.828,1.0,0.0588,102.653,4.0
Bad Habits,Ed Sheeran,0.0451,0.807,230747.0,0.893,2.79e-05,11.0,0.366,-3.745,0.0,0.0347,126.011,4.0
Bad Kids,WILLIS,0.0894,0.801,181657.0,0.68,0.288,1.0,0.337,-7.943,1.0,0.0418,124.983,4.0
Bad Love,Earl St. Clair,0.0431,0.901,183000.0,0.797,2.78e-06,10.0,0.0646,-4.224,0.0,0.0517,125.017,4.0
Bad Luck,Noah Kahan,0.635,0.624,191726.0,0.346,0.0,11.0,0.115,-9.718,1.0,0.0631,143.439,4.0
Bad Man - Skrillex Remix,Ragga Twins,0.128,0.701,249600.0,0.961,1.2e-06,1.0,0.226,-2.75,1.0,0.0866,149.991,4.0
Bad Reputation,Death Cab for Cutie,,,,,,,,,,,,
Bad Romance,Lady Gaga,0.00314,0.696,294573.0,0.921,5.24e-05,0.0,0.0842,-3.755,1.0,0.0363,119.001,4.0
Bad Trip,Lauv,0.0558,0.643,166701.0,0.655,0.0,6.0,0.0731,-5.606,1.0,0.0242,130.11,4.0
Bad boy,Marwa Loud,0.431,0.796,187844.0,0.496,5.51e-06,9.0,0.0781,-8.165,0.0,0.0388,97.988,4.0
Bade Achhe Lagte Hain,Amit Kumar,0.897,0.377,312080.0,0.147,1.71e-05,6.0,0.122,-15.412,1.0,0.0401,138.749,3.0
Badtameez Dil,Pritam,0.24,0.806,252760.0,0.932,0.0,2.0,0.216,-2.228,0.0,0.0684,106.021,4.0
Bags At Your Feet,Will Killen,0.409,0.363,182278.0,0.273,1.79e-05,7.0,0.282,-7.964,1.0,0.0314,108.819,4.0
Bahon Mein Chale Aao,Lata Mangeshkar,0.8,0.482,241667.0,0.212,1.51e-06,6.0,0.159,-16.491,1.0,0.0353,72.749,4.0
Baianá,Bakermat,0.000754,0.587,180843.0,0.722,0.668,2.0,0.543,-6.983,0.0,0.0709,121.964,4.0
"Bailamos - From ""Wild Wild West""",Enrique Iglesias,0.0532,0.629,212693.0,0.885,0.00252,7.0,0.105,-4.508,1.0,0.0384,99.881,4.0
Bailando - English Version,Enrique Iglesias,0.0793,0.719,243240.0,0.844,0.0,7.0,0.0551,-3.529,1.0,0.103,90.951,4.0
Balam Pichkari,Pritam,0.209,0.732,288903.0,0.944,0.0,0.0,0.401,-4.115,1.0,0.09,120.02,4.0
Balance,Kozmic,0.00638,0.725,249000.0,0.562,0.839,9.0,0.541,-8.644,1.0,0.157,160.012,4.0
Balloon,Purrple Cat,0.939,0.508,195284.0,0.125,0.858,3.0,0.0969,-14.797,1.0,0.0506,110.08,4.0
Bamboo Disco,Yunomi,0.0866,0.61,196169.0,0.909,1e-05,2.0,0.149,-4.132,1.0,0.073,154.009,4.0
Band-Aid,Halvorsen,0.0161,0.771,178909.0,0.706,0.000143,6.0,0.0911,-9.089,1.0,0.256,110.089,4.0
Bandit,WOAK,0.00489,0.794,228402.0,0.886,0.353,2.0,0.0911,-3.391,1.0,0.112,122.987,4.0
Bandito,Twenty One Pilots,0.256,0.661,330987.0,0.52,0.0246,11.0,0.105,-8.367,0.0,0.028,127.089,4.0
Bangarang (feat. Sirah),Skrillex,0.0145,0.716,215253.0,0.972,3.22e-05,7.0,0.317,-2.302,1.0,0.196,110.026,4.0
Banjaara,Mohammed Irfan,0.713,0.657,336567.0,0.489,0.0,1.0,0.124,-6.829,0.0,0.0306,116.0,4.0
Bapu Zimidar,Jassie Gill,0.14,0.723,180528.0,0.911,0.0,6.0,0.235,-2.656,1.0,0.0443,80.949,4.0
